Player,Game,Score,Accuracy,PlayTimeMinutes,SkillTier
BlipBlop,Galaga,72212,90,45,Casual
BlipBlop,Pac-Man,114204,63,20,Pro Gamer
KongKiller,Pac-Man,84463,93,42,Pro Gamer
BlipBlop,Donkey Kong,68085,62,45,Casual
ChompQueen,Space Invaders,82900,79,24,Pro Gamer
BlipBlop,Frogger,95162,81,12,Pro Gamer
ChompQueen,Space Invaders,27249,82,4,Novice
SegaSam,Space Invaders,111713,76,18,Pro Gamer
SegaSam,Space Invaders,16550,74,46,Novice
NeoGeo,Frogger,41855,60,22,Casual
PixelPete,Galaga,45970,84,24,Casual
SegaSam,Pac-Man,23206,94,31,Novice
SegaSam,Galaga,117201,83,2,Pro Gamer
SegaSam,Frogger,6229,100,4,Novice
SegaSam,Pac-Man,124235,63,13,Grandmaster
NeoGeo,Frogger,105239,85,22,Pro Gamer
PixelPete,Space Invaders,121456,84,40,Grandmaster
NeoGeo,Pac-Man,15802,74,44,Novice
BlipBlop,Galaga,32103,67,7,Casual
BlipBlop,Galaga,63304,100,9,Casual
RetroRider,Space Invaders,40829,78,28,Casual
RetroRider,Donkey Kong,154938,100,33,Grandmaster
NeoGeo,Pac-Man,145426,81,17,Grandmaster
NeoGeo,Space Invaders,56689,87,12,Casual
RetroRider,Galaga,25207,82,28,Novice
KongKiller,Pac-Man,37607,100,24,Casual
SegaSam,Space Invaders,107995,78,41,Pro Gamer
SegaSam,Space Invaders,12123,62,43,Novice
BlipBlop,Space Invaders,62925,98,21,Casual
BlipBlop,Donkey Kong,14610,98,32,Novice
KongKiller,Frogger,140963,71,25,Grandmaster
BlipBlop,Galaga,31841,66,32,Casual
RetroRider,Donkey Kong,54913,77,24,Casual
BlipBlop,Donkey Kong,136720,87,30,Grandmaster
RetroRider,Galaga,31245,98,45,Casual
NeoGeo,Pac-Man,93569,87,40,Pro Gamer
RetroRider,Space Invaders,122391,94,36,Grandmaster
ChompQueen,Space Invaders,114135,72,21,Pro Gamer
ChompQueen,Frogger,70877,93,10,Casual
SegaSam,Space Invaders,31818,65,7,Casual
RetroRider,Galaga,72580,76,4,Casual
BlipBlop,Frogger,17854,66,40,Novice
RetroRider,Pac-Man,34314,85,26,Casual
KongKiller,Donkey Kong,49708,100,4,Casual
NeoGeo,Donkey Kong,127152,83,24,Grandmaster
ChompQueen,Pac-Man,88241,76,5,Pro Gamer
ChompQueen,Donkey Kong,128828,72,9,Grandmaster
PixelPete,Donkey Kong,149324,73,2,Grandmaster
BlipBlop,Donkey Kong,51396,65,28,Casual
NeoGeo,Pac-Man,117164,66,31,Pro Gamer
ChompQueen,Donkey Kong,82047,62,10,Pro Gamer
BlipBlop,Donkey Kong,62733,60,45,Casual
PixelPete,Pac-Man,64333,60,2,Casual
PixelPete,Galaga,42652,65,9,Casual
KongKiller,Galaga,16622,68,36,Novice
KongKiller,Donkey Kong,53704,77,44,Casual
NeoGeo,Donkey Kong,29144,71,18,Novice
KongKiller,Donkey Kong,61265,65,2,Casual
KongKiller,Donkey Kong,117049,85,42,Pro Gamer
KongKiller,Pac-Man,125062,90,30,Grandmaster
KongKiller,Frogger,73444,99,3,Casual
ChompQueen,Pac-Man,139407,85,38,Grandmaster
ChompQueen,Frogger,154161,89,42,Grandmaster
BlipBlop,Space Invaders,14946,90,6,Novice
SegaSam,Space Invaders,123828,68,9,Grandmaster
BlipBlop,Galaga,152873,86,36,Grandmaster
SegaSam,Galaga,50471,94,22,Casual
RetroRider,Donkey Kong,135848,80,17,Grandmaster
ChompQueen,Frogger,41500,99,22,Casual
KongKiller,Donkey Kong,9701,93,3,Novice
BlipBlop,Galaga,15954,71,29,Novice
RetroRider,Frogger,9289,100,10,Novice
PixelPete,Pac-Man,22271,97,31,Novice
PixelPete,Space Invaders,26459,77,41,Novice
RetroRider,Space Invaders,33574,93,4,Casual
ChompQueen,Frogger,31909,86,36,Casual
RetroRider,Space Invaders,76952,65,2,Casual
RetroRider,Space Invaders,103911,65,16,Pro Gamer
KongKiller,Frogger,21630,69,42,Novice
ChompQueen,Frogger,29792,87,18,Novice
PixelPete,Frogger,33054,62,42,Casual
ChompQueen,Frogger,38595,96,37,Casual
KongKiller,Donkey Kong,80531,68,16,Pro Gamer
PixelPete,Galaga,103998,76,19,Pro Gamer
KongKiller,Pac-Man,95903,97,21,Pro Gamer
SegaSam,Pac-Man,114462,66,24,Pro Gamer
ChompQueen,Space Invaders,73139,73,12,Casual
BlipBlop,Pac-Man,92935,91,20,Pro Gamer
SegaSam,Donkey Kong,18007,94,38,Novice
SegaSam,Space Invaders,8073,100,25,Novice
PixelPete,Space Invaders,17772,90,37,Novice
BlipBlop,Pac-Man,78117,74,10,Casual
ChompQueen,Pac-Man,31862,90,45,Casual
NeoGeo,Frogger,70213,70,24,Casual
ChompQueen,Galaga,131807,95,33,Grandmaster
SegaSam,Galaga,40081,67,23,Casual
PixelPete,Galaga,143950,66,44,Grandmaster
ChompQueen,Pac-Man,113239,80,5,Pro Gamer
BlipBlop,Donkey Kong,17422,93,18,Novice
PixelPete,Donkey Kong,111227,79,34,Pro Gamer
SegaSam,Frogger,63522,77,14,Casual
SegaSam,Frogger,18180,88,29,Novice
RetroRider,Space Invaders,48686,84,36,Casual
PixelPete,Space Invaders,110095,81,36,Pro Gamer
KongKiller,Galaga,38697,83,9,Casual
SegaSam,Galaga,106294,70,36,Pro Gamer
PixelPete,Pac-Man,23175,85,39,Novice
BlipBlop,Donkey Kong,67217,72,33,Casual
PixelPete,Donkey Kong,117434,74,3,Pro Gamer
NeoGeo,Frogger,108277,65,2,Pro Gamer
ChompQueen,Donkey Kong,116847,75,4,Pro Gamer
SegaSam,Space Invaders,115907,70,33,Pro Gamer
SegaSam,Pac-Man,147423,63,9,Grandmaster
KongKiller,Space Invaders,124623,95,39,Grandmaster
SegaSam,Space Invaders,46900,98,13,Casual
PixelPete,Frogger,65258,98,2,Casual
ChompQueen,Space Invaders,37827,60,11,Casual
ChompQueen,Galaga,110722,68,20,Pro Gamer
SegaSam,Galaga,102752,83,24,Pro Gamer
ChompQueen,Space Invaders,86541,96,21,Pro Gamer
NeoGeo,Galaga,143844,100,4,Grandmaster
KongKiller,Galaga,47917,99,4,Casual
KongKiller,Galaga,116018,90,32,Pro Gamer
NeoGeo,Galaga,144694,94,29,Grandmaster
PixelPete,Pac-Man,50913,81,38,Casual
BlipBlop,Donkey Kong,90900,71,2,Pro Gamer
PixelPete,Space Invaders,64348,94,4,Casual
NeoGeo,Space Invaders,133808,98,23,Grandmaster
NeoGeo,Pac-Man,54589,76,25,Casual
KongKiller,Galaga,62265,99,37,Casual
NeoGeo,Pac-Man,48384,64,8,Casual
BlipBlop,Pac-Man,124776,92,3,Grandmaster
SegaSam,Pac-Man,81963,99,38,Pro Gamer
PixelPete,Donkey Kong,93044,79,9,Pro Gamer
PixelPete,Donkey Kong,123107,69,38,Grandmaster
ChompQueen,Frogger,147949,64,7,Grandmaster
ChompQueen,Frogger,14097,87,6,Novice
KongKiller,Space Invaders,50749,89,26,Casual
NeoGeo,Space Invaders,123691,93,46,Grandmaster
PixelPete,Galaga,149920,94,35,Grandmaster
KongKiller,Space Invaders,98071,88,30,Pro Gamer
PixelPete,Frogger,82989,88,26,Pro Gamer
BlipBlop,Frogger,21201,99,9,Novice
BlipBlop,Space Invaders,5013,76,42,Novice
KongKiller,Space Invaders,124133,66,28,Grandmaster
KongKiller,Pac-Man,28945,65,29,Novice
BlipBlop,Pac-Man,115248,68,10,Pro Gamer
KongKiller,Donkey Kong,121441,75,37,Grandmaster
PixelPete,Pac-Man,111321,70,24,Pro Gamer
ChompQueen,Pac-Man,27767,71,10,Novice
NeoGeo,Space Invaders,25716,87,22,Novice
NeoGeo,Frogger,69514,81,5,Casual
KongKiller,Frogger,78351,80,3,Casual
RetroRider,Space Invaders,108703,96,45,Pro Gamer
KongKiller,Donkey Kong,100525,77,3,Pro Gamer
RetroRider,Pac-Man,65563,60,35,Casual
RetroRider,Galaga,101447,73,4,Pro Gamer
PixelPete,Pac-Man,71436,79,44,Casual
ChompQueen,Galaga,49146,82,27,Casual
ChompQueen,Pac-Man,57518,91,18,Casual
PixelPete,Pac-Man,15619,73,46,Novice
ChompQueen,Galaga,61121,77,11,Casual
RetroRider,Galaga,51407,97,6,Casual
NeoGeo,Galaga,110353,80,28,Pro Gamer
NeoGeo,Frogger,74758,80,30,Casual
RetroRider,Donkey Kong,57542,90,32,Casual
RetroRider,Space Invaders,40816,89,30,Casual
BlipBlop,Donkey Kong,112274,91,29,Pro Gamer
KongKiller,Space Invaders,45863,97,23,Casual
ChompQueen,Galaga,38497,76,35,Casual
BlipBlop,Galaga,80740,74,20,Pro Gamer
NeoGeo,Space Invaders,5347,84,12,Novice
SegaSam,Galaga,136349,84,30,Grandmaster
SegaSam,Galaga,32126,92,13,Casual
BlipBlop,Space Invaders,112211,67,13,Pro Gamer
KongKiller,Space Invaders,61943,76,21,Casual
NeoGeo,Galaga,5858,63,13,Novice
SegaSam,Space Invaders,139079,78,21,Grandmaster
RetroRider,Space Invaders,72521,66,46,Casual
PixelPete,Space Invaders,86067,84,23,Pro Gamer
BlipBlop,Pac-Man,23505,76,13,Novice
BlipBlop,Galaga,55997,92,33,Casual
ChompQueen,Pac-Man,39841,80,39,Casual
BlipBlop,Space Invaders,81343,83,5,Pro Gamer
SegaSam,Space Invaders,48776,90,46,Casual
SegaSam,Galaga,93262,67,22,Pro Gamer
ChompQueen,Galaga,80492,96,39,Pro Gamer
SegaSam,Galaga,67523,61,45,Casual
RetroRider,Pac-Man,15366,74,11,Novice
KongKiller,Space Invaders,67405,93,5,Casual
NeoGeo,Galaga,117736,87,34,Pro Gamer
RetroRider,Space Invaders,46763,78,13,Casual
SegaSam,Donkey Kong,130286,87,19,Grandmaster
ChompQueen,Frogger,47807,74,37,Casual
PixelPete,Donkey Kong,47962,94,26,Casual
PixelPete,Galaga,143412,82,46,Grandmaster
BlipBlop,Pac-Man,109540,62,10,Pro Gamer
RetroRider,Pac-Man,130120,67,14,Grandmaster
PixelPete,Galaga,13269,80,6,Novice
BlipBlop,Galaga,51678,77,13,Casual
RetroRider,Donkey Kong,138716,79,41,Grandmaster
PixelPete,Space Invaders,73283,99,9,Casual
SegaSam,Galaga,122609,76,27,Grandmaster
BlipBlop,Space Invaders,93048,84,15,Pro Gamer
SegaSam,Space Invaders,71582,83,36,Casual
BlipBlop,Galaga,49879,82,23,Casual
SegaSam,Space Invaders,69157,79,35,Casual
NeoGeo,Galaga,140967,62,39,Grandmaster
BlipBlop,Frogger,106581,74,28,Pro Gamer
NeoGeo,Galaga,7475,77,44,Novice
SegaSam,Donkey Kong,114686,64,15,Pro Gamer
KongKiller,Donkey Kong,123984,78,22,Grandmaster
SegaSam,Donkey Kong,24475,86,16,Novice
RetroRider,Donkey Kong,106164,74,46,Pro Gamer
ChompQueen,Space Invaders,71062,71,14,Casual
NeoGeo,Donkey Kong,51290,92,7,Casual
KongKiller,Frogger,77439,67,44,Casual
KongKiller,Frogger,120010,71,17,Grandmaster
PixelPete,Pac-Man,126782,72,42,Grandmaster
KongKiller,Pac-Man,53934,75,36,Casual
NeoGeo,Donkey Kong,74896,75,20,Casual
PixelPete,Donkey Kong,37608,89,34,Casual
PixelPete,Galaga,23318,91,41,Novice
PixelPete,Donkey Kong,71495,96,35,Casual
ChompQueen,Donkey Kong,50576,99,30,Casual
ChompQueen,Frogger,121953,63,32,Grandmaster
ChompQueen,Frogger,149169,73,45,Grandmaster
PixelPete,Galaga,70963,63,36,Casual
PixelPete,Frogger,150627,68,14,Grandmaster
BlipBlop,Donkey Kong,117932,62,38,Pro Gamer
NeoGeo,Space Invaders,47810,91,27,Casual
PixelPete,Space Invaders,93744,66,4,Pro Gamer
PixelPete,Space Invaders,80622,64,11,Pro Gamer
ChompQueen,Galaga,7201,75,38,Novice
RetroRider,Galaga,87857,90,13,Pro Gamer
RetroRider,Donkey Kong,132785,64,38,Grandmaster
PixelPete,Frogger,90569,69,40,Pro Gamer
SegaSam,Pac-Man,74554,96,28,Casual
SegaSam,Pac-Man,110487,85,8,Pro Gamer
BlipBlop,Donkey Kong,36215,70,34,Casual
RetroRider,Donkey Kong,137005,71,12,Grandmaster
KongKiller,Pac-Man,17044,98,27,Novice
PixelPete,Donkey Kong,126655,92,16,Grandmaster
RetroRider,Donkey Kong,36905,77,19,Casual
BlipBlop,Pac-Man,67047,86,8,Casual
NeoGeo,Donkey Kong,57516,92,43,Casual
ChompQueen,Frogger,26692,71,26,Novice
RetroRider,Frogger,36349,91,36,Casual
KongKiller,Space Invaders,58516,76,44,Casual
NeoGeo,Galaga,48979,81,15,Casual
ChompQueen,Donkey Kong,53221,89,20,Casual
KongKiller,Space Invaders,30620,64,40,Casual
PixelPete,Space Invaders,90996,87,28,Pro Gamer
KongKiller,Frogger,84459,70,30,Pro Gamer
ChompQueen,Pac-Man,76197,90,31,Casual
PixelPete,Donkey Kong,69107,79,3,Casual
RetroRider,Galaga,39960,72,21,Casual
KongKiller,Galaga,143928,96,24,Grandmaster
RetroRider,Galaga,154820,76,28,Grandmaster
KongKiller,Donkey Kong,33501,92,37,Casual
RetroRider,Pac-Man,71524,90,9,Casual
PixelPete,Frogger,116785,96,14,Pro Gamer
RetroRider,Frogger,153671,92,20,Grandmaster
RetroRider,Pac-Man,35739,98,40,Casual
PixelPete,Space Invaders,5982,96,26,Novice
PixelPete,Galaga,86781,72,23,Pro Gamer
RetroRider,Frogger,122886,79,31,Grandmaster
KongKiller,Frogger,149532,80,19,Grandmaster
SegaSam,Space Invaders,90526,88,12,Pro Gamer
BlipBlop,Pac-Man,29830,89,45,Novice
ChompQueen,Frogger,82954,79,18,Pro Gamer
PixelPete,Space Invaders,129094,99,25,Grandmaster
NeoGeo,Frogger,133580,68,21,Grandmaster
RetroRider,Pac-Man,105034,93,30,Pro Gamer
BlipBlop,Pac-Man,30284,85,46,Casual
KongKiller,Space Invaders,84316,97,42,Pro Gamer
SegaSam,Galaga,37414,90,15,Casual
NeoGeo,Frogger,6726,84,38,Novice
PixelPete,Galaga,20521,81,2,Novice
BlipBlop,Galaga,131046,73,28,Grandmaster
ChompQueen,Frogger,123976,65,7,Grandmaster
RetroRider,Donkey Kong,96058,60,31,Pro Gamer
BlipBlop,Galaga,147729,84,9,Grandmaster
ChompQueen,Frogger,137277,67,36,Grandmaster
SegaSam,Space Invaders,51746,62,10,Casual
KongKiller,Frogger,31656,95,2,Casual
RetroRider,Donkey Kong,87555,71,45,Pro Gamer
ChompQueen,Pac-Man,129197,84,18,Grandmaster
SegaSam,Galaga,121526,69,11,Grandmaster
NeoGeo,Pac-Man,78757,75,23,Casual
KongKiller,Space Invaders,18595,91,13,Novice
BlipBlop,Pac-Man,154082,91,31,Grandmaster
RetroRider,Space Invaders,121032,80,20,Grandmaster
PixelPete,Pac-Man,14711,81,23,Novice
ChompQueen,Space Invaders,52533,69,35,Casual
BlipBlop,Pac-Man,107164,81,12,Pro Gamer
PixelPete,Space Invaders,76893,97,32,Casual
PixelPete,Space Invaders,135382,81,39,Grandmaster
ChompQueen,Pac-Man,134064,85,27,Grandmaster
PixelPete,Pac-Man,56699,69,15,Casual
ChompQueen,Galaga,63869,80,15,Casual
PixelPete,Galaga,21532,62,32,Novice
NeoGeo,Space Invaders,74492,73,29,Casual
PixelPete,Frogger,126756,81,36,Grandmaster
NeoGeo,Frogger,127618,69,41,Grandmaster
ChompQueen,Galaga,19445,86,10,Novice
ChompQueen,Pac-Man,55173,77,39,Casual
ChompQueen,Galaga,10843,78,18,Novice
BlipBlop,Donkey Kong,55767,79,28,Casual
ChompQueen,Pac-Man,76096,75,37,Casual
BlipBlop,Donkey Kong,151543,99,9,Grandmaster
RetroRider,Pac-Man,66407,95,6,Casual
NeoGeo,Donkey Kong,43946,89,38,Casual
KongKiller,Space Invaders,118141,91,15,Pro Gamer
KongKiller,Galaga,29088,99,35,Novice
BlipBlop,Pac-Man,33442,64,30,Casual
RetroRider,Galaga,41642,64,31,Casual
SegaSam,Donkey Kong,104510,71,17,Pro Gamer
RetroRider,Space Invaders,99553,95,38,Pro Gamer
SegaSam,Donkey Kong,133847,82,31,Grandmaster
ChompQueen,Pac-Man,97962,64,9,Pro Gamer
KongKiller,Space Invaders,87047,87,19,Pro Gamer
SegaSam,Galaga,22558,66,23,Novice
NeoGeo,Frogger,17490,79,3,Novice
NeoGeo,Galaga,126622,75,3,Grandmaster
ChompQueen,Pac-Man,115502,61,40,Pro Gamer
RetroRider,Space Invaders,141754,93,40,Grandmaster
BlipBlop,Pac-Man,134996,79,18,Grandmaster
BlipBlop,Pac-Man,23690,70,35,Novice
KongKiller,Donkey Kong,141100,99,17,Grandmaster
SegaSam,Galaga,62653,79,32,Casual
SegaSam,Galaga,111197,67,22,Pro Gamer
BlipBlop,Frogger,117430,70,25,Pro Gamer
ChompQueen,Donkey Kong,70714,80,46,Casual
NeoGeo,Pac-Man,110591,79,3,Pro Gamer
SegaSam,Galaga,22417,97,39,Novice
RetroRider,Donkey Kong,66141,99,4,Casual
BlipBlop,Galaga,34725,99,4,Casual
KongKiller,Frogger,113082,75,34,Pro Gamer
NeoGeo,Space Invaders,7092,75,22,Novice
RetroRider,Frogger,117017,72,31,Pro Gamer
ChompQueen,Donkey Kong,20668,87,36,Novice
ChompQueen,Frogger,104524,90,43,Pro Gamer
SegaSam,Space Invaders,58751,73,15,Casual
NeoGeo,Space Invaders,84473,92,32,Pro Gamer
BlipBlop,Frogger,119197,75,4,Pro Gamer
SegaSam,Pac-Man,54499,76,19,Casual
BlipBlop,Galaga,70777,100,39,Casual
SegaSam,Galaga,31805,91,34,Casual
ChompQueen,Donkey Kong,116733,80,4,Pro Gamer
BlipBlop,Frogger,19984,100,7,Novice
RetroRider,Donkey Kong,85151,83,8,Pro Gamer
RetroRider,Galaga,59749,73,17,Casual
SegaSam,Galaga,77085,85,23,Casual
ChompQueen,Galaga,52437,88,36,Casual
KongKiller,Pac-Man,134782,93,35,Grandmaster
PixelPete,Donkey Kong,86022,93,37,Pro Gamer
RetroRider,Space Invaders,150454,77,16,Grandmaster
ChompQueen,Frogger,147704,80,27,Grandmaster
SegaSam,Galaga,65364,89,18,Casual
SegaSam,Space Invaders,50741,68,18,Casual
RetroRider,Pac-Man,130047,89,6,Grandmaster
KongKiller,Frogger,143230,93,40,Grandmaster
BlipBlop,Space Invaders,120242,65,18,Grandmaster
ChompQueen,Frogger,68250,97,3,Casual
ChompQueen,Galaga,101314,64,3,Pro Gamer
BlipBlop,Pac-Man,93585,93,24,Pro Gamer
SegaSam,Space Invaders,72813,87,40,Casual
ChompQueen,Pac-Man,39182,87,23,Casual
BlipBlop,Donkey Kong,150955,91,12,Grandmaster
SegaSam,Donkey Kong,142316,65,6,Grandmaster
RetroRider,Donkey Kong,47081,88,44,Casual
RetroRider,Space Invaders,66894,83,20,Casual
KongKiller,Galaga,76361,62,12,Casual
SegaSam,Frogger,52314,90,24,Casual
ChompQueen,Space Invaders,101422,99,14,Pro Gamer
NeoGeo,Galaga,17015,64,12,Novice
ChompQueen,Galaga,27243,79,42,Novice
KongKiller,Pac-Man,65339,91,29,Casual
PixelPete,Space Invaders,152628,83,37,Grandmaster
RetroRider,Galaga,40153,69,3,Casual
BlipBlop,Donkey Kong,42597,71,21,Casual
KongKiller,Pac-Man,25007,74,12,Novice
BlipBlop,Frogger,87319,64,11,Pro Gamer
RetroRider,Donkey Kong,95077,71,13,Pro Gamer
KongKiller,Donkey Kong,154889,80,26,Grandmaster
SegaSam,Donkey Kong,128409,96,28,Grandmaster
RetroRider,Donkey Kong,13332,97,14,Novice
SegaSam,Frogger,96063,80,11,Pro Gamer
RetroRider,Pac-Man,93727,67,29,Pro Gamer
KongKiller,Pac-Man,130814,74,39,Grandmaster
NeoGeo,Space Invaders,119658,63,24,Pro Gamer
PixelPete,Galaga,133278,60,36,Grandmaster
ChompQueen,Space Invaders,14319,74,8,Novice
PixelPete,Galaga,20436,82,39,Novice
BlipBlop,Space Invaders,154603,87,35,Grandmaster
SegaSam,Frogger,119079,74,34,Pro Gamer
SegaSam,Donkey Kong,116002,71,9,Pro Gamer
RetroRider,Space Invaders,123556,61,28,Grandmaster
NeoGeo,Space Invaders,83993,87,18,Pro Gamer
ChompQueen,Frogger,92454,80,28,Pro Gamer
BlipBlop,Pac-Man,98533,61,12,Pro Gamer
RetroRider,Pac-Man,123961,70,26,Grandmaster
SegaSam,Frogger,123609,68,43,Grandmaster
BlipBlop,Space Invaders,115301,95,44,Pro Gamer
SegaSam,Donkey Kong,95382,77,7,Pro Gamer
KongKiller,Frogger,99184,79,6,Pro Gamer
RetroRider,Donkey Kong,122708,94,6,Grandmaster
KongKiller,Frogger,133427,87,4,Grandmaster
ChompQueen,Space Invaders,123990,97,37,Grandmaster
NeoGeo,Pac-Man,138422,88,27,Grandmaster
KongKiller,Galaga,117314,90,31,Pro Gamer
KongKiller,Galaga,148032,94,20,Grandmaster
SegaSam,Galaga,128246,90,8,Grandmaster
ChompQueen,Pac-Man,154814,84,37,Grandmaster
RetroRider,Donkey Kong,15086,80,35,Novice
RetroRider,Frogger,40812,65,9,Casual
SegaSam,Galaga,148938,78,32,Grandmaster
NeoGeo,Space Invaders,39497,83,3,Casual
RetroRider,Donkey Kong,64150,82,12,Casual
NeoGeo,Galaga,51500,99,28,Casual
ChompQueen,Donkey Kong,84154,70,22,Pro Gamer
SegaSam,Pac-Man,28844,70,34,Novice
PixelPete,Space Invaders,140744,66,36,Grandmaster
SegaSam,Pac-Man,151493,75,39,Grandmaster
RetroRider,Galaga,138860,79,4,Grandmaster
BlipBlop,Pac-Man,50158,80,18,Casual
SegaSam,Donkey Kong,65462,66,10,Casual
SegaSam,Frogger,129647,92,34,Grandmaster
ChompQueen,Space Invaders,41068,61,32,Casual
RetroRider,Space Invaders,78503,89,13,Casual
ChompQueen,Pac-Man,47891,75,39,Casual
BlipBlop,Galaga,11875,68,26,Novice
KongKiller,Galaga,15669,87,45,Novice
KongKiller,Donkey Kong,119043,93,43,Pro Gamer
ChompQueen,Pac-Man,60212,90,38,Casual
PixelPete,Galaga,121534,75,21,Grandmaster
PixelPete,Galaga,116069,83,12,Pro Gamer
RetroRider,Galaga,42254,63,36,Casual
SegaSam,Galaga,150209,69,6,Grandmaster
RetroRider,Space Invaders,31869,71,35,Casual
RetroRider,Frogger,81886,96,37,Pro Gamer
PixelPete,Frogger,123590,93,43,Grandmaster
SegaSam,Donkey Kong,21267,65,30,Novice
ChompQueen,Galaga,84912,80,36,Pro Gamer
BlipBlop,Donkey Kong,72032,70,27,Casual
PixelPete,Space Invaders,140893,66,45,Grandmaster
ChompQueen,Pac-Man,154932,92,36,Grandmaster
KongKiller,Donkey Kong,116936,63,3,Pro Gamer
BlipBlop,Donkey Kong,21233,99,5,Novice
ChompQueen,Pac-Man,66180,65,33,Casual
PixelPete,Galaga,13746,74,7,Novice
NeoGeo,Space Invaders,65674,99,15,Casual
ChompQueen,Frogger,96885,69,41,Pro Gamer
RetroRider,Frogger,22946,79,24,Novice
BlipBlop,Pac-Man,125485,81,5,Grandmaster
NeoGeo,Pac-Man,60010,89,41,Casual
ChompQueen,Pac-Man,20311,91,27,Novice
RetroRider,Donkey Kong,123515,84,31,Grandmaster
RetroRider,Donkey Kong,103956,99,3,Pro Gamer
RetroRider,Donkey Kong,134928,97,44,Grandmaster
NeoGeo,Space Invaders,27743,83,45,Novice
RetroRider,Frogger,78010,99,24,Casual
BlipBlop,Donkey Kong,150765,74,10,Grandmaster
KongKiller,Galaga,112663,93,33,Pro Gamer
KongKiller,Space Invaders,42058,89,37,Casual
KongKiller,Galaga,75641,80,8,Casual
BlipBlop,Donkey Kong,140251,98,45,Grandmaster
SegaSam,Donkey Kong,51354,86,9,Casual
PixelPete,Frogger,108358,60,19,Pro Gamer
PixelPete,Donkey Kong,53828,86,39,Casual
NeoGeo,Donkey Kong,63414,74,43,Casual
SegaSam,Donkey Kong,5382,98,24,Novice
KongKiller,Pac-Man,101939,79,12,Pro Gamer
SegaSam,Donkey Kong,84906,88,12,Pro Gamer
PixelPete,Galaga,79559,63,24,Casual
BlipBlop,Space Invaders,85899,68,11,Pro Gamer
RetroRider,Galaga,112244,78,21,Pro Gamer
NeoGeo,Galaga,41628,78,37,Casual
KongKiller,Frogger,130729,88,12,Grandmaster
BlipBlop,Galaga,35691,95,10,Casual
KongKiller,Pac-Man,82908,88,26,Pro Gamer
RetroRider,Galaga,56620,64,10,Casual
PixelPete,Galaga,135034,96,15,Grandmaster
RetroRider,Frogger,12106,87,18,Novice
BlipBlop,Galaga,57026,89,30,Casual
RetroRider,Frogger,53568,85,28,Casual
ChompQueen,Donkey Kong,94537,64,45,Pro Gamer
PixelPete,Pac-Man,14749,71,44,Novice
ChompQueen,Space Invaders,138526,92,5,Grandmaster
ChompQueen,Galaga,127165,70,23,Grandmaster
SegaSam,Pac-Man,64454,70,2,Casual
KongKiller,Space Invaders,122700,99,24,Grandmaster
KongKiller,Pac-Man,105259,97,7,Pro Gamer
BlipBlop,Galaga,137005,63,15,Grandmaster
SegaSam,Space Invaders,121717,95,38,Grandmaster
SegaSam,Galaga,64737,99,42,Casual
PixelPete,Pac-Man,22787,88,29,Novice
BlipBlop,Pac-Man,57867,78,6,Casual
KongKiller,Donkey Kong,23260,62,24,Novice
ChompQueen,Donkey Kong,68487,86,38,Casual
NeoGeo,Donkey Kong,51799,98,16,Casual
SegaSam,Space Invaders,103826,96,35,Pro Gamer
KongKiller,Donkey Kong,48001,78,31,Casual
BlipBlop,Space Invaders,36908,100,6,Casual
PixelPete,Space Invaders,7045,68,44,Novice
ChompQueen,Space Invaders,64658,86,28,Casual
PixelPete,Galaga,93694,94,32,Pro Gamer
PixelPete,Pac-Man,102848,93,10,Pro Gamer
SegaSam,Pac-Man,113728,91,17,Pro Gamer
KongKiller,Pac-Man,30571,66,27,Casual
PixelPete,Frogger,137725,63,14,Grandmaster
NeoGeo,Donkey Kong,145140,78,38,Grandmaster
KongKiller,Frogger,146172,79,16,Grandmaster
NeoGeo,Space Invaders,6496,62,21,Novice
ChompQueen,Space Invaders,101965,71,31,Pro Gamer
RetroRider,Space Invaders,36045,75,23,Casual
KongKiller,Pac-Man,20400,70,27,Novice
SegaSam,Space Invaders,29286,95,36,Novice
BlipBlop,Galaga,101292,92,4,Pro Gamer
PixelPete,Space Invaders,99631,88,12,Pro Gamer
ChompQueen,Galaga,13475,84,34,Novice
NeoGeo,Frogger,141811,91,19,Grandmaster
NeoGeo,Pac-Man,95915,77,5,Pro Gamer
NeoGeo,Frogger,111874,70,3,Pro Gamer
RetroRider,Space Invaders,7648,61,7,Novice
KongKiller,Galaga,39489,82,25,Casual
PixelPete,Space Invaders,113773,98,27,Pro Gamer
ChompQueen,Pac-Man,107281,98,13,Pro Gamer
RetroRider,Space Invaders,43842,70,19,Casual
ChompQueen,Donkey Kong,11161,61,16,Novice
ChompQueen,Frogger,102345,97,16,Pro Gamer
SegaSam,Pac-Man,116231,60,9,Pro Gamer
RetroRider,Pac-Man,138265,89,21,Grandmaster
ChompQueen,Space Invaders,66648,93,44,Casual
PixelPete,Galaga,122004,61,20,Grandmaster
PixelPete,Pac-Man,29697,65,13,Novice
KongKiller,Pac-Man,107172,66,11,Pro Gamer
PixelPete,Frogger,99086,61,18,Pro Gamer
KongKiller,Pac-Man,97480,98,5,Pro Gamer
BlipBlop,Donkey Kong,51807,67,34,Casual
SegaSam,Space Invaders,48390,100,36,Casual
BlipBlop,Frogger,121978,99,26,Grandmaster
KongKiller,Galaga,42721,76,46,Casual
BlipBlop,Frogger,29187,99,32,Novice
SegaSam,Pac-Man,15394,81,22,Novice
